id,mode,oracle_tick,center,lower,upper,attacker_edge,offset,overlap_factor
1816,chaos,-520364,-522650,-522850,-522450,2286,-2286,0
1817,chaos,-520364,-518950,-519150,-518750,1414,1414,0
1818,chaos,-520364,-522040,-522240,-521840,1676,-1676,0
1819,chaos,-520364,-523320,-523520,-523120,2956,-2956,0
1820,chaos,-520364,-523330,-523530,-523130,2966,-2966,0
1821,chaos,-520364,-519510,-519710,-519310,854,854,0
1822,chaos,-520364,-516770,-516970,-516570,3594,3594,0
1823,chaos,-520364,-524720,-524920,-524520,4356,-4356,0
1824,chaos,-520364,-518410,-518610,-518210,1954,1954,0
1825,chaos,-520364,-520080,-520280,-519880,284,284,0.3
1826,chaos,-520364,-522180,-522380,-521980,1816,-1816,0
1827,chaos,-520364,-517110,-517310,-516910,3254,3254,0
1828,chaos,-520364,-523220,-523420,-523020,2856,-2856,0
1829,chaos,-520364,-520920,-521120,-520720,556,-556,0
1830,chaos,-520364,-522210,-522410,-522010,1846,-1846,0
1831,chaos,-520364,-520430,-520630,-520230,66,-66,0.825
1832,chaos,-520364,-521350,-521550,-521150,986,-986,0
1833,chaos,-520364,-524340,-524540,-524140,3976,-3976,0
1834,chaos,-520364,-522420,-522620,-522220,2056,-2056,0
1835,chaos,-520364,-519650,-519850,-519450,714,714,0
1836,chaos,-520364,-521510,-521710,-521310,1146,-1146,0
1837,chaos,-520364,-518190,-518390,-517990,2174,2174,0
1838,chaos,-520364,-520460,-520660,-520260,96,-96,0.75
1839,chaos,-520364,-523200,-523400,-523000,2836,-2836,0
1840,chaos,-520364,-518260,-518460,-518060,2104,2104,0
1841,chaos,-520364,-521930,-522130,-521730,1566,-1566,0
1842,chaos,-520364,-523170,-523370,-522970,2806,-2806,0
1843,chaos,-520364,-520510,-520710,-520310,146,-146,0.625
1844,chaos,-520364,-515500,-515700,-515300,4864,4864,0
1845,chaos,-520364,-524000,-524200,-523800,3636,-3636,0
1846,chaos,-520364,-519880,-520080,-519680,484,484,0
1847,chaos,-520364,-522170,-522370,-521970,1806,-1806,0
1848,chaos,-520364,-518160,-518360,-517960,2204,2204,0
1849,chaos,-520364,-524150,-524350,-523950,3786,-3786,0
1850,chaos,-520364,-519030,-519230,-518830,1334,1334,0
1851,chaos,-520364,-521620,-521820,-521420,1256,-1256,0
1852,chaos,-520364,-521360,-521560,-521160,996,-996,0
1853,chaos,-520364,-525020,-525220,-524820,4656,-4656,0
1854,chaos,-520364,-521870,-522070,-521670,1506,-1506,0
1855,chaos,-520364,-525160,-525360,-524960,4796,-4796,0
1856,chaos,-520364,-522690,-522890,-522490,2326,-2326,0
1857,chaos,-520364,-520040,-520240,-519840,324,324,0.2
1858,chaos,-520364,-515880,-516080,-515680,4484,4484,0
1859,chaos,-520364,-515770,-515970,-515570,4594,4594,0
1860,chaos,-520364,-522940,-523140,-522740,2576,-2576,0
1861,chaos,-520364,-523510,-523710,-523310,3146,-3146,0
1862,chaos,-520364,-520680,-520880,-520480,316,-316,0.2
1863,chaos,-520364,-521640,-521840,-521440,1276,-1276,0
1864,chaos,-520364,-517430,-517630,-517230,2934,2934,0
1865,chaos,-520364,-519930,-520130,-519730,434,434,0
1866,chaos,-520364,-521010,-521210,-520810,646,-646,0
1867,chaos,-520364,-520410,-520610,-520210,46,-46,0.875
1868,chaos,-520364,-516200,-516400,-516000,4164,4164,0
1869,chaos,-520364,-520230,-520430,-520030,134,134,0.675
1870,chaos,-520364,-515980,-516180,-515780,4384,4384,0
1871,chaos,-520364,-518220,-518420,-518020,2144,2144,0
1872,chaos,-520364,-518340,-518540,-518140,2024,2024,0
1873,chaos,-520364,-516110,-516310,-515910,4254,4254,0
1874,chaos,-520364,-524510,-524710,-524310,4146,-4146,0
1875,chaos,-520364,-516890,-517090,-516690,3474,3474,0
1876,chaos,-520364,-518880,-519080,-518680,1484,1484,0
1877,chaos,-520364,-518520,-518720,-518320,1844,1844,0
1878,chaos,-520364,-524190,-524390,-523990,3826,-3826,0
1879,chaos,-520364,-520340,-520540,-520140,24,24,0.95
1880,chaos,-520364,-522680,-522880,-522480,2316,-2316,0
1881,chaos,-520364,-523910,-524110,-523710,3546,-3546,0
1882,chaos,-520364,-524270,-524470,-524070,3906,-3906,0
1883,chaos,-520364,-522230,-522430,-522030,1866,-1866,0
1884,chaos,-520364,-524770,-524970,-524570,4406,-4406,0
1885,chaos,-520364,-521350,-521550,-521150,986,-986,0
1886,chaos,-520364,-519770,-519970,-519570,594,594,0
1887,chaos,-520364,-517690,-517890,-517490,2674,2674,0
1888,chaos,-520364,-520510,-520710,-520310,146,-146,0.625
1889,chaos,-520364,-519800,-520000,-519600,564,564,0
1890,chaos,-520364,-516540,-516740,-516340,3824,3824,0
1891,chaos,-520364,-522730,-522930,-522530,2366,-2366,0
1892,chaos,-520364,-515430,-515630,-515230,4934,4934,0
1893,chaos,-520364,-517240,-517440,-517040,3124,3124,0
1894,chaos,-520364,-518820,-519020,-518620,1544,1544,0
1895,chaos,-520364,-521700,-521900,-521500,1336,-1336,0
1896,chaos,-520364,-515810,-516010,-515610,4554,4554,0
1897,chaos,-520364,-516250,-516450,-516050,4114,4114,0
1898,chaos,-520364,-521400,-521600,-521200,1036,-1036,0
1899,chaos,-520364,-523990,-524190,-523790,3626,-3626,0
1900,chaos,-520364,-521350,-521550,-521150,986,-986,0
1901,chaos,-520364,-524700,-524900,-524500,4336,-4336,0
1902,chaos,-520364,-520000,-520200,-519800,364,364,0.1
1903,chaos,-520364,-525280,-525480,-525080,4916,-4916,0
1904,chaos,-520364,-517850,-518050,-517650,2514,2514,0
1905,chaos,-520364,-520400,-520600,-520200,36,-36,0.9
1906,chaos,-520364,-522650,-522850,-522450,2286,-2286,0
1907,chaos,-520364,-519750,-519950,-519550,614,614,0
1908,chaos,-520364,-519070,-519270,-518870,1294,1294,0
1909,chaos,-520364,-523650,-523850,-523450,3286,-3286,0
1910,chaos,-520364,-521030,-521230,-520830,666,-666,0
1911,chaos,-520364,-523800,-524000,-523600,3436,-3436,0
1912,chaos,-520364,-522500,-522700,-522300,2136,-2136,0
1913,chaos,-520364,-525340,-525540,-525140,4976,-4976,0
1914,chaos,-520364,-519030,-519230,-518830,1334,1334,0
1915,chaos,-520364,-516710,-516910,-516510,3654,3654,0
1916,chaos,-520364,-520510,-520710,-520310,146,-146,0.625
1917,chaos,-520364,-520210,-520410,-520010,154,154,0.625
1918,chaos,-520364,-517800,-518000,-517600,2564,2564,0
1919,chaos,-520364,-518230,-518430,-518030,2134,2134,0
1920,chaos,-520364,-517290,-517490,-517090,3074,3074,0
1921,chaos,-520364,-517210,-517410,-517010,3154,3154,0
1922,chaos,-520364,-524280,-524480,-524080,3916,-3916,0
1923,chaos,-520364,-523730,-523930,-523530,3366,-3366,0
1924,chaos,-520364,-520810,-521010,-520610,446,-446,0
1925,chaos,-520364,-520760,-520960,-520560,396,-396,0
1926,chaos,-520364,-523980,-524180,-523780,3616,-3616,0
1927,chaos,-520364,-521680,-521880,-521480,1316,-1316,0
1928,chaos,-520364,-515990,-516190,-515790,4374,4374,0
1929,chaos,-520364,-518790,-518990,-518590,1574,1574,0
1930,chaos,-520364,-519410,-519610,-519210,954,954,0
1931,chaos,-520364,-520370,-520570,-520170,6,-6,0.975
1932,chaos,-520364,-521210,-521410,-521010,846,-846,0
1933,chaos,-520364,-524210,-524410,-524010,3846,-3846,0
1934,chaos,-520364,-519730,-519930,-519530,634,634,0
1935,chaos,-520364,-516140,-516340,-515940,4224,4224,0
1936,chaos,-520364,-524450,-524650,-524250,4086,-4086,0
1937,chaos,-520364,-524030,-524230,-523830,3666,-3666,0
1938,chaos,-520364,-517810,-518010,-517610,2554,2554,0
1939,chaos,-520364,-517510,-517710,-517310,2854,2854,0
1940,chaos,-520364,-519330,-519530,-519130,1034,1034,0
1941,chaos,-520364,-525330,-525530,-525130,4966,-4966,0
1942,chaos,-520364,-521270,-521470,-521070,906,-906,0
1943,chaos,-520364,-522710,-522910,-522510,2346,-2346,0
1944,chaos,-520364,-515480,-515680,-515280,4884,4884,0
1945,chaos,-520364,-516320,-516520,-516120,4044,4044,0
1946,chaos,-520364,-524310,-524510,-524110,3946,-3946,0
1947,chaos,-520364,-515780,-515980,-515580,4584,4584,0
1948,chaos,-520364,-516020,-516220,-515820,4344,4344,0
1949,chaos,-520364,-521610,-521810,-521410,1246,-1246,0
1950,chaos,-520364,-523970,-524170,-523770,3606,-3606,0
1951,chaos,-520364,-524380,-524580,-524180,4016,-4016,0
1952,chaos,-520364,-518670,-518870,-518470,1694,1694,0
1953,chaos,-520364,-523210,-523410,-523010,2846,-2846,0
1954,chaos,-520364,-521820,-522020,-521620,1456,-1456,0
1955,chaos,-520364,-521570,-521770,-521370,1206,-1206,0
1956,chaos,-520364,-519030,-519230,-518830,1334,1334,0
1957,chaos,-520364,-524240,-524440,-524040,3876,-3876,0
1958,chaos,-520364,-519610,-519810,-519410,754,754,0
1959,chaos,-520364,-525290,-525490,-525090,4926,-4926,0
1960,chaos,-520364,-520540,-520740,-520340,176,-176,0.55
1961,chaos,-520364,-521250,-521450,-521050,886,-886,0
1962,chaos,-520364,-518730,-518930,-518530,1634,1634,0
1963,chaos,-520364,-516350,-516550,-516150,4014,4014,0
1964,chaos,-520364,-517750,-517950,-517550,2614,2614,0
1965,chaos,-520364,-525180,-525380,-524980,4816,-4816,0
1966,chaos,-520364,-519770,-519970,-519570,594,594,0
1967,chaos,-520364,-519250,-519450,-519050,1114,1114,0
1968,chaos,-520364,-519750,-519950,-519550,614,614,0
1969,chaos,-520364,-518750,-518950,-518550,1614,1614,0
1970,chaos,-520364,-517010,-517210,-516810,3354,3354,0
1971,chaos,-520364,-518610,-518810,-518410,1754,1754,0
1972,chaos,-520364,-519530,-519730,-519330,834,834,0
1973,chaos,-520364,-521390,-521590,-521190,1026,-1026,0
1974,chaos,-520364,-520430,-520630,-520230,66,-66,0.825
1975,chaos,-520364,-515610,-515810,-515410,4754,4754,0
1976,chaos,-520364,-519180,-519380,-518980,1184,1184,0
1977,chaos,-520364,-522380,-522580,-522180,2016,-2016,0
1978,chaos,-520364,-517100,-517300,-516900,3264,3264,0
1979,chaos,-520364,-521580,-521780,-521380,1216,-1216,0
1980,chaos,-520364,-524560,-524760,-524360,4196,-4196,0
1981,chaos,-520364,-519250,-519450,-519050,1114,1114,0
1982,chaos,-520364,-516690,-516890,-516490,3674,3674,0
1983,chaos,-520364,-515590,-515790,-515390,4774,4774,0
1984,chaos,-520364,-521340,-521540,-521140,976,-976,0
1985,chaos,-520364,-522790,-522990,-522590,2426,-2426,0
1986,chaos,-520364,-518300,-518500,-518100,2064,2064,0
1987,chaos,-520364,-523170,-523370,-522970,2806,-2806,0
1988,chaos,-520364,-524020,-524220,-523820,3656,-3656,0
1989,chaos,-520364,-516720,-516920,-516520,3644,3644,0
1990,chaos,-520364,-525130,-525330,-524930,4766,-4766,0
1991,chaos,-520364,-518990,-519190,-518790,1374,1374,0
1992,chaos,-520364,-522930,-523130,-522730,2566,-2566,0
1993,chaos,-520364,-515860,-516060,-515660,4504,4504,0
1994,chaos,-520364,-520240,-520440,-520040,124,124,0.7
1995,chaos,-520364,-517290,-517490,-517090,3074,3074,0
1996,chaos,-520364,-521910,-522110,-521710,1546,-1546,0
1997,chaos,-520364,-519740,-519940,-519540,624,624,0
1998,chaos,-520364,-523450,-523650,-523250,3086,-3086,0
1999,chaos,-520364,-520660,-520860,-520460,296,-296,0.25
2000,chaos,-520364,-522000,-522200,-521800,1636,-1636,0
2001,chaos,-520364,-524790,-524990,-524590,4426,-4426,0
2002,chaos,-520364,-524770,-524970,-524570,4406,-4406,0
2003,chaos,-520364,-521230,-521430,-521030,866,-866,0
2004,chaos,-520364,-525080,-525280,-524880,4716,-4716,0
2005,chaos,-520364,-524190,-524390,-523990,3826,-3826,0
2006,chaos,-520364,-521360,-521560,-521160,996,-996,0
2007,chaos,-520364,-517460,-517660,-517260,2904,2904,0
2008,chaos,-520364,-520910,-521110,-520710,546,-546,0
2009,chaos,-520364,-523210,-523410,-523010,2846,-2846,0
2010,chaos,-520364,-524010,-524210,-523810,3646,-3646,0
2011,chaos,-520364,-520940,-521140,-520740,576,-576,0
2012,chaos,-520364,-524900,-525100,-524700,4536,-4536,0
2013,chaos,-520364,-519420,-519620,-519220,944,944,0
2014,chaos,-520364,-516690,-516890,-516490,3674,3674,0
2015,chaos,-520364,-519750,-519950,-519550,614,614,0
2016,chaos,-520364,-516310,-516510,-516110,4054,4054,0
2017,chaos,-520364,-521200,-521400,-521000,836,-836,0
2018,chaos,-520364,-522650,-522850,-522450,2286,-2286,0
2019,chaos,-520364,-517780,-517980,-517580,2584,2584,0
2020,chaos,-520364,-517660,-517860,-517460,2704,2704,0
2021,chaos,-520364,-523780,-523980,-523580,3416,-3416,0
2022,chaos,-520364,-520020,-520220,-519820,344,344,0.15
2023,chaos,-520364,-523830,-524030,-523630,3466,-3466,0
2024,chaos,-520364,-524530,-524730,-524330,4166,-4166,0
2025,chaos,-520364,-519490,-519690,-519290,874,874,0
2026,chaos,-520364,-518420,-518620,-518220,1944,1944,0
2027,chaos,-520364,-521510,-521710,-521310,1146,-1146,0
2028,chaos,-520364,-524750,-524950,-524550,4386,-4386,0
2029,chaos,-520364,-517510,-517710,-517310,2854,2854,0
2030,chaos,-520364,-515900,-516100,-515700,4464,4464,0
2031,chaos,-520364,-520460,-520660,-520260,96,-96,0.75
2032,chaos,-520364,-516160,-516360,-515960,4204,4204,0
2033,chaos,-520364,-523590,-523790,-523390,3226,-3226,0
2034,chaos,-520364,-522280,-522480,-522080,1916,-1916,0
2035,chaos,-520364,-522200,-522400,-522000,1836,-1836,0
2036,chaos,-520364,-524930,-525130,-524730,4566,-4566,0
2037,chaos,-520364,-524760,-524960,-524560,4396,-4396,0
2038,chaos,-520364,-518090,-518290,-517890,2274,2274,0
2039,chaos,-520364,-518130,-518330,-517930,2234,2234,0
2040,chaos,-520364,-515600,-515800,-515400,4764,4764,0
2041,chaos,-520364,-522200,-522400,-522000,1836,-1836,0
2042,chaos,-520364,-523220,-523420,-523020,2856,-2856,0
2043,chaos,-520364,-524400,-524600,-524200,4036,-4036,0
2044,chaos,-520364,-521310,-521510,-521110,946,-946,0
2045,chaos,-520364,-520880,-521080,-520680,516,-516,0
2046,chaos,-520364,-523340,-523540,-523140,2976,-2976,0
2047,chaos,-520364,-515720,-515920,-515520,4644,4644,0
2048,chaos,-520364,-520400,-520600,-520200,36,-36,0.9
2049,chaos,-520364,-521580,-521780,-521380,1216,-1216,0
2050,chaos,-520364,-516270,-516470,-516070,4094,4094,0
2051,chaos,-520364,-517540,-517740,-517340,2824,2824,0
2052,chaos,-520364,-516380,-516580,-516180,3984,3984,0
2053,chaos,-520364,-524660,-524860,-524460,4296,-4296,0
2054,chaos,-520364,-517080,-517280,-516880,3284,3284,0
2055,chaos,-520364,-520490,-520690,-520290,126,-126,0.675
2056,chaos,-520364,-517880,-518080,-517680,2484,2484,0
2057,chaos,-520364,-524380,-524580,-524180,4016,-4016,0
2058,chaos,-520364,-525180,-525380,-524980,4816,-4816,0
2059,chaos,-520364,-524030,-524230,-523830,3666,-3666,0
2060,chaos,-520364,-524690,-524890,-524490,4326,-4326,0
2061,chaos,-520364,-521330,-521530,-521130,966,-966,0
2062,chaos,-520364,-517570,-517770,-517370,2794,2794,0
2063,chaos,-520364,-521460,-521660,-521260,1096,-1096,0
2064,chaos,-520364,-523450,-523650,-523250,3086,-3086,0
2065,chaos,-520364,-516330,-516530,-516130,4034,4034,0
2066,chaos,-520364,-525060,-525260,-524860,4696,-4696,0
2067,chaos,-520364,-517270,-517470,-517070,3094,3094,0
2068,chaos,-520364,-524640,-524840,-524440,4276,-4276,0
2069,chaos,-520364,-524190,-524390,-523990,3826,-3826,0
2070,chaos,-520364,-517220,-517420,-517020,3144,3144,0
2071,chaos,-520364,-516850,-517050,-516650,3514,3514,0
2072,chaos,-520364,-519050,-519250,-518850,1314,1314,0
2073,chaos,-520364,-519910,-520110,-519710,454,454,0
2074,chaos,-520364,-519490,-519690,-519290,874,874,0
2075,chaos,-520364,-517810,-518010,-517610,2554,2554,0
2076,chaos,-520364,-524840,-525040,-524640,4476,-4476,0
2077,chaos,-520364,-524330,-524530,-524130,3966,-3966,0
2078,chaos,-520364,-522580,-522780,-522380,2216,-2216,0
2079,chaos,-520364,-518940,-519140,-518740,1424,1424,0
2080,chaos,-520364,-520520,-520720,-520320,156,-156,0.6
2081,chaos,-520364,-522940,-523140,-522740,2576,-2576,0
2082,chaos,-520364,-520380,-520580,-520180,16,-16,0.95
2083,chaos,-520364,-518900,-519100,-518700,1464,1464,0
2084,chaos,-520364,-519140,-519340,-518940,1224,1224,0
2085,chaos,-520364,-522600,-522800,-522400,2236,-2236,0
2086,chaos,-520364,-516620,-516820,-516420,3744,3744,0
2087,chaos,-520364,-521600,-521800,-521400,1236,-1236,0
2088,chaos,-520364,-515870,-516070,-515670,4494,4494,0
2089,chaos,-520364,-523680,-523880,-523480,3316,-3316,0
2090,chaos,-520364,-516980,-517180,-516780,3384,3384,0
2091,chaos,-520364,-518090,-518290,-517890,2274,2274,0
2092,chaos,-520364,-516230,-516430,-516030,4134,4134,0
2093,chaos,-520364,-519270,-519470,-519070,1094,1094,0
2094,chaos,-520364,-520390,-520590,-520190,26,-26,0.925
2095,chaos,-520364,-519490,-519690,-519290,874,874,0
2096,chaos,-520364,-522700,-522900,-522500,2336,-2336,0
2097,chaos,-520364,-520210,-520410,-520010,154,154,0.625
2098,chaos,-520364,-524120,-524320,-523920,3756,-3756,0
2099,chaos,-520364,-522200,-522400,-522000,1836,-1836,0
2100,chaos,-520364,-524020,-524220,-523820,3656,-3656,0
2101,chaos,-520364,-523460,-523660,-523260,3096,-3096,0
2102,chaos,-520364,-517070,-517270,-516870,3294,3294,0
2103,chaos,-520364,-516200,-516400,-516000,4164,4164,0
2104,chaos,-520364,-522080,-522280,-521880,1716,-1716,0
2105,chaos,-520364,-524140,-524340,-523940,3776,-3776,0
2106,chaos,-520364,-520480,-520680,-520280,116,-116,0.7
2107,chaos,-520364,-518820,-519020,-518620,1544,1544,0
2108,chaos,-520364,-522980,-523180,-522780,2616,-2616,0
2109,chaos,-520364,-520220,-520420,-520020,144,144,0.65
2110,chaos,-520364,-516860,-517060,-516660,3504,3504,0
2111,chaos,-520364,-521150,-521350,-520950,786,-786,0
2112,chaos,-520364,-524320,-524520,-524120,3956,-3956,0
2113,chaos,-520364,-518620,-518820,-518420,1744,1744,0
2114,chaos,-520364,-517310,-517510,-517110,3054,3054,0
2115,chaos,-520364,-517290,-517490,-517090,3074,3074,0
2116,chaos,-520364,-520280,-520480,-520080,84,84,0.8
2117,chaos,-520364,-524270,-524470,-524070,3906,-3906,0
2118,chaos,-520364,-517760,-517960,-517560,2604,2604,0
2119,chaos,-520364,-519830,-520030,-519630,534,534,0
2120,chaos,-520364,-523810,-524010,-523610,3446,-3446,0
2121,chaos,-520364,-525250,-525450,-525050,4886,-4886,0
2122,chaos,-520364,-523770,-523970,-523570,3406,-3406,0
2123,chaos,-520364,-523440,-523640,-523240,3076,-3076,0
2124,chaos,-520364,-517910,-518110,-517710,2454,2454,0
2125,chaos,-520364,-521650,-521850,-521450,1286,-1286,0
2126,chaos,-520364,-522960,-523160,-522760,2596,-2596,0
2127,chaos,-520364,-517720,-517920,-517520,2644,2644,0
2128,chaos,-520364,-521520,-521720,-521320,1156,-1156,0
2129,chaos,-520364,-524330,-524530,-524130,3966,-3966,0
2130,chaos,-520364,-524150,-524350,-523950,3786,-3786,0
2131,chaos,-520364,-519450,-519650,-519250,914,914,0
2132,chaos,-520364,-521300,-521500,-521100,936,-936,0
2133,chaos,-520364,-522470,-522670,-522270,2106,-2106,0
2134,chaos,-520364,-524730,-524930,-524530,4366,-4366,0
2135,chaos,-520364,-518510,-518710,-518310,1854,1854,0
2136,chaos,-520364,-521500,-521700,-521300,1136,-1136,0
2137,chaos,-520364,-521980,-522180,-521780,1616,-1616,0
2138,chaos,-520364,-516740,-516940,-516540,3624,3624,0
2139,chaos,-520364,-520730,-520930,-520530,366,-366,0.075
2140,chaos,-520364,-517420,-517620,-517220,2944,2944,0
2141,chaos,-520364,-520140,-520340,-519940,224,224,0.45
2142,chaos,-520364,-518540,-518740,-518340,1824,1824,0
2143,chaos,-520364,-524920,-525120,-524720,4556,-4556,0
2144,chaos,-520364,-519230,-519430,-519030,1134,1134,0
2145,chaos,-520364,-522120,-522320,-521920,1756,-1756,0
2146,chaos,-520364,-519260,-519460,-519060,1104,1104,0
2147,chaos,-520364,-517130,-517330,-516930,3234,3234,0
2148,chaos,-520364,-517030,-517230,-516830,3334,3334,0
2149,chaos,-520364,-515640,-515840,-515440,4724,4724,0
2150,chaos,-520364,-520160,-520360,-519960,204,204,0.5
2151,chaos,-520364,-519140,-519340,-518940,1224,1224,0
2152,chaos,-520364,-522230,-522430,-522030,1866,-1866,0
2153,chaos,-520364,-520570,-520770,-520370,206,-206,0.475
2154,chaos,-520364,-523250,-523450,-523050,2886,-2886,0
2155,chaos,-520364,-518680,-518880,-518480,1684,1684,0
2156,chaos,-520364,-523030,-523230,-522830,2666,-2666,0
2157,chaos,-520364,-521600,-521800,-521400,1236,-1236,0
2158,chaos,-520364,-524350,-524550,-524150,3986,-3986,0
2159,chaos,-520364,-522980,-523180,-522780,2616,-2616,0
2160,chaos,-520364,-524960,-525160,-524760,4596,-4596,0
2161,chaos,-520364,-521400,-521600,-521200,1036,-1036,0
2162,chaos,-520364,-515750,-515950,-515550,4614,4614,0
2163,chaos,-520364,-523660,-523860,-523460,3296,-3296,0
2164,chaos,-520364,-519080,-519280,-518880,1284,1284,0
2165,chaos,-520364,-516790,-516990,-516590,3574,3574,0
2166,chaos,-520364,-517340,-517540,-517140,3024,3024,0
2167,chaos,-520364,-518200,-518400,-518000,2164,2164,0
2168,chaos,-520364,-524830,-525030,-524630,4466,-4466,0
2169,chaos,-520364,-520470,-520670,-520270,106,-106,0.725
2170,chaos,-520364,-522240,-522440,-522040,1876,-1876,0
2171,chaos,-520364,-523320,-523520,-523120,2956,-2956,0
2172,chaos,-520364,-521830,-522030,-521630,1466,-1466,0
2173,chaos,-520364,-522470,-522670,-522270,2106,-2106,0
2174,chaos,-520364,-522580,-522780,-522380,2216,-2216,0
2175,chaos,-520364,-520270,-520470,-520070,94,94,0.775
2176,chaos,-520364,-522400,-522600,-522200,2036,-2036,0
2177,chaos,-520364,-522530,-522730,-522330,2166,-2166,0
2178,chaos,-520364,-521680,-521880,-521480,1316,-1316,0
2179,chaos,-520364,-520860,-521060,-520660,496,-496,0
2180,chaos,-520364,-524550,-524750,-524350,4186,-4186,0
2181,chaos,-520364,-516830,-517030,-516630,3534,3534,0
2182,chaos,-520364,-522540,-522740,-522340,2176,-2176,0
2183,chaos,-520364,-515730,-515930,-515530,4634,4634,0
2184,chaos,-520364,-519480,-519680,-519280,884,884,0
2185,chaos,-520364,-517090,-517290,-516890,3274,3274,0
2186,chaos,-520364,-517240,-517440,-517040,3124,3124,0
2187,chaos,-520364,-515400,-515600,-515200,4964,4964,0
2188,chaos,-520364,-524240,-524440,-524040,3876,-3876,0
2189,chaos,-520364,-518700,-518900,-518500,1664,1664,0
2190,chaos,-520364,-516380,-516580,-516180,3984,3984,0
2191,chaos,-520364,-524560,-524760,-524360,4196,-4196,0
2192,chaos,-520364,-520970,-521170,-520770,606,-606,0
2193,chaos,-520364,-518000,-518200,-517800,2364,2364,0
2194,chaos,-520364,-515640,-515840,-515440,4724,4724,0
2195,chaos,-520364,-522990,-523190,-522790,2626,-2626,0
2196,chaos,-520364,-523590,-523790,-523390,3226,-3226,0
2197,chaos,-520364,-516470,-516670,-516270,3894,3894,0
2198,chaos,-520364,-520870,-521070,-520670,506,-506,0
2199,chaos,-520364,-522920,-523120,-522720,2556,-2556,0
2200,chaos,-520364,-520030,-520230,-519830,334,334,0.175
2201,chaos,-520364,-524530,-524730,-524330,4166,-4166,0
2202,chaos,-520364,-517920,-518120,-517720,2444,2444,0
2203,chaos,-520364,-522530,-522730,-522330,2166,-2166,0
2204,chaos,-520364,-519240,-519440,-519040,1124,1124,0
2205,chaos,-520364,-522000,-522200,-521800,1636,-1636,0
2206,chaos,-520364,-516770,-516970,-516570,3594,3594,0
2207,chaos,-520364,-522990,-523190,-522790,2626,-2626,0
2208,chaos,-520364,-518970,-519170,-518770,1394,1394,0
2209,chaos,-520364,-523290,-523490,-523090,2926,-2926,0
2210,chaos,-520364,-519980,-520180,-519780,384,384,0.05
2211,chaos,-520364,-523110,-523310,-522910,2746,-2746,0
2212,chaos,-520364,-515870,-516070,-515670,4494,4494,0
2213,chaos,-520364,-517460,-517660,-517260,2904,2904,0
2214,chaos,-520364,-521900,-522100,-521700,1536,-1536,0
2215,chaos,-520364,-515950,-516150,-515750,4414,4414,0
2216,chaos,-520364,-515460,-515660,-515260,4904,4904,0
2217,chaos,-520364,-524300,-524500,-524100,3936,-3936,0
2218,chaos,-520364,-522180,-522380,-521980,1816,-1816,0
2219,chaos,-520364,-520910,-521110,-520710,546,-546,0
2220,chaos,-520364,-518120,-518320,-517920,2244,2244,0
2221,chaos,-520364,-517260,-517460,-517060,3104,3104,0
2222,chaos,-520364,-520970,-521170,-520770,606,-606,0
2223,chaos,-520364,-522590,-522790,-522390,2226,-2226,0
2224,chaos,-520364,-520060,-520260,-519860,304,304,0.25
2225,chaos,-520364,-518780,-518980,-518580,1584,1584,0
2226,chaos,-520364,-520960,-521160,-520760,596,-596,0
2227,chaos,-520364,-516380,-516580,-516180,3984,3984,0
2228,chaos,-520364,-520040,-520240,-519840,324,324,0.2
2229,chaos,-520364,-521920,-522120,-521720,1556,-1556,0
2230,chaos,-520364,-525200,-525400,-525000,4836,-4836,0
2231,chaos,-520364,-524600,-524800,-524400,4236,-4236,0
2232,chaos,-520364,-516380,-516580,-516180,3984,3984,0
2233,chaos,-520364,-517600,-517800,-517400,2764,2764,0
2234,chaos,-520364,-524410,-524610,-524210,4046,-4046,0
2235,chaos,-520364,-523110,-523310,-522910,2746,-2746,0
2236,chaos,-520364,-519080,-519280,-518880,1284,1284,0
2237,chaos,-520364,-521360,-521560,-521160,996,-996,0
2238,chaos,-520364,-520390,-520590,-520190,26,-26,0.925
2239,chaos,-520364,-522860,-523060,-522660,2496,-2496,0
2240,chaos,-520364,-520740,-520940,-520540,376,-376,0.05
2241,chaos,-520364,-518030,-518230,-517830,2334,2334,0
2242,chaos,-520364,-524510,-524710,-524310,4146,-4146,0
2243,chaos,-520364,-516850,-517050,-516650,3514,3514,0
2244,chaos,-520364,-515660,-515860,-515460,4704,4704,0
2245,chaos,-520364,-522700,-522900,-522500,2336,-2336,0
2246,chaos,-520364,-523680,-523880,-523480,3316,-3316,0
2247,chaos,-520364,-521320,-521520,-521120,956,-956,0
2248,chaos,-520364,-520840,-521040,-520640,476,-476,0
2249,chaos,-520364,-515560,-515760,-515360,4804,4804,0
2250,chaos,-520364,-520380,-520580,-520180,16,-16,0.95
2251,chaos,-520364,-519500,-519700,-519300,864,864,0
2252,chaos,-520364,-523350,-523550,-523150,2986,-2986,0
2253,chaos,-520364,-515410,-515610,-515210,4954,4954,0
2254,chaos,-520364,-515920,-516120,-515720,4444,4444,0
2255,chaos,-520364,-524990,-525190,-524790,4626,-4626,0
2256,chaos,-520364,-523770,-523970,-523570,3406,-3406,0
2257,chaos,-520364,-524180,-524380,-523980,3816,-3816,0
2258,chaos,-520364,-519850,-520050,-519650,514,514,0
2259,chaos,-520364,-521260,-521460,-521060,896,-896,0
2260,chaos,-520364,-521790,-521990,-521590,1426,-1426,0
2261,chaos,-520364,-516090,-516290,-515890,4274,4274,0
